root - INFO - add: {'_id': None, 'name': 'name0', 'city': 'city0', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address0', 'coordinates': (0, 0), 'photos': None, 'telephone': '0', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name11', 'city': 'city11', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address11', 'coordinates': (11, 11), 'photos': None, 'telephone': '11', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name12', 'city': 'city12', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address12', 'coordinates': (12, 12), 'photos': None, 'telephone': '12', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name13', 'city': 'city13', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address13', 'coordinates': (13, 13), 'photos': None, 'telephone': '13', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name14', 'city': 'city14', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address14', 'coordinates': (14, 14), 'photos': None, 'telephone': '14', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name15', 'city': 'city15', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address15', 'coordinates': (15, 15), 'photos': None, 'telephone': '15', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name16', 'city': 'city16', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address16', 'coordinates': (16, 16), 'photos': None, 'telephone': '16', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name17', 'city': 'city17', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address17', 'coordinates': (17, 17), 'photos': None, 'telephone': '17', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name18', 'city': 'city18', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address18', 'coordinates': (18, 18), 'photos': None, 'telephone': '18', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name19', 'city': 'city19', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address19', 'coordinates': (19, 19), 'photos': None, 'telephone': '19', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name20', 'city': 'city20', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address20', 'coordinates': (20, 20), 'photos': None, 'telephone': '20', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name21', 'city': 'city21', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address21', 'coordinates': (21, 21), 'photos': None, 'telephone': '21', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name22', 'city': 'city22', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address22', 'coordinates': (22, 22), 'photos': None, 'telephone': '22', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name23', 'city': 'city23', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address23', 'coordinates': (23, 23), 'photos': None, 'telephone': '23', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name24', 'city': 'city24', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address24', 'coordinates': (24, 24), 'photos': None, 'telephone': '24', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name25', 'city': 'city25', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address25', 'coordinates': (25, 25), 'photos': None, 'telephone': '25', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name26', 'city': 'city26', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address26', 'coordinates': (26, 26), 'photos': None, 'telephone': '26', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name27', 'city': 'city27', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address27', 'coordinates': (27, 27), 'photos': None, 'telephone': '27', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name28', 'city': 'city28', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address28', 'coordinates': (28, 28), 'photos': None, 'telephone': '28', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name29', 'city': 'city29', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address29', 'coordinates': (29, 29), 'photos': None, 'telephone': '29', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name30', 'city': 'city30', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address30', 'coordinates': (30, 30), 'photos': None, 'telephone': '30', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name31', 'city': 'city31', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address31', 'coordinates': (31, 31), 'photos': None, 'telephone': '31', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name32', 'city': 'city32', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address32', 'coordinates': (32, 32), 'photos': None, 'telephone': '32', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name33', 'city': 'city33', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address33', 'coordinates': (33, 33), 'photos': None, 'telephone': '33', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name34', 'city': 'city34', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address34', 'coordinates': (34, 34), 'photos': None, 'telephone': '34', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name35', 'city': 'city35', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address35', 'coordinates': (35, 35), 'photos': None, 'telephone': '35', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name36', 'city': 'city36', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address36', 'coordinates': (36, 36), 'photos': None, 'telephone': '36', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name37', 'city': 'city37', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address37', 'coordinates': (37, 37), 'photos': None, 'telephone': '37', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name38', 'city': 'city38', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address38', 'coordinates': (38, 38), 'photos': None, 'telephone': '38', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name39', 'city': 'city39', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address39', 'coordinates': (39, 39), 'photos': None, 'telephone': '39', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name40', 'city': 'city40', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address40', 'coordinates': (40, 40), 'photos': None, 'telephone': '40', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name41', 'city': 'city41', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address41', 'coordinates': (41, 41), 'photos': None, 'telephone': '41', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name42', 'city': 'city42', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address42', 'coordinates': (42, 42), 'photos': None, 'telephone': '42', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name43', 'city': 'city43', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address43', 'coordinates': (43, 43), 'photos': None, 'telephone': '43', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name44', 'city': 'city44', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address44', 'coordinates': (44, 44), 'photos': None, 'telephone': '44', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name45', 'city': 'city45', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address45', 'coordinates': (45, 45), 'photos': None, 'telephone': '45', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name46', 'city': 'city46', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address46', 'coordinates': (46, 46), 'photos': None, 'telephone': '46', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name47', 'city': 'city47', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address47', 'coordinates': (47, 47), 'photos': None, 'telephone': '47', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name48', 'city': 'city48', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address48', 'coordinates': (48, 48), 'photos': None, 'telephone': '48', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name49', 'city': 'city49', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address49', 'coordinates': (49, 49), 'photos': None, 'telephone': '49', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name50', 'city': 'city50', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address50', 'coordinates': (50, 50), 'photos': None, 'telephone': '50', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name51', 'city': 'city51', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address51', 'coordinates': (51, 51), 'photos': None, 'telephone': '51', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name52', 'city': 'city52', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address52', 'coordinates': (52, 52), 'photos': None, 'telephone': '52', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name53', 'city': 'city53', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address53', 'coordinates': (53, 53), 'photos': None, 'telephone': '53', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name54', 'city': 'city54', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address54', 'coordinates': (54, 54), 'photos': None, 'telephone': '54', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name55', 'city': 'city55', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address55', 'coordinates': (55, 55), 'photos': None, 'telephone': '55', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name56', 'city': 'city56', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address56', 'coordinates': (56, 56), 'photos': None, 'telephone': '56', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name57', 'city': 'city57', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address57', 'coordinates': (57, 57), 'photos': None, 'telephone': '57', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name58', 'city': 'city58', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address58', 'coordinates': (58, 58), 'photos': None, 'telephone': '58', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name59', 'city': 'city59', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address59', 'coordinates': (59, 59), 'photos': None, 'telephone': '59', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name60', 'city': 'city60', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address60', 'coordinates': (60, 60), 'photos': None, 'telephone': '60', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name61', 'city': 'city61', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address61', 'coordinates': (61, 61), 'photos': None, 'telephone': '61', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name62', 'city': 'city62', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address62', 'coordinates': (62, 62), 'photos': None, 'telephone': '62', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name63', 'city': 'city63', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address63', 'coordinates': (63, 63), 'photos': None, 'telephone': '63', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name64', 'city': 'city64', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address64', 'coordinates': (64, 64), 'photos': None, 'telephone': '64', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name65', 'city': 'city65', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address65', 'coordinates': (65, 65), 'photos': None, 'telephone': '65', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name66', 'city': 'city66', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address66', 'coordinates': (66, 66), 'photos': None, 'telephone': '66', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name67', 'city': 'city67', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address67', 'coordinates': (67, 67), 'photos': None, 'telephone': '67', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name68', 'city': 'city68', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address68', 'coordinates': (68, 68), 'photos': None, 'telephone': '68', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name69', 'city': 'city69', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address69', 'coordinates': (69, 69), 'photos': None, 'telephone': '69', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name70', 'city': 'city70', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address70', 'coordinates': (70, 70), 'photos': None, 'telephone': '70', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name71', 'city': 'city71', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address71', 'coordinates': (71, 71), 'photos': None, 'telephone': '71', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name72', 'city': 'city72', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address72', 'coordinates': (72, 72), 'photos': None, 'telephone': '72', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name73', 'city': 'city73', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address73', 'coordinates': (73, 73), 'photos': None, 'telephone': '73', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
root - INFO - add: {'_id': None, 'name': 'name74', 'city': 'city74', 'place_type': <PlaceType.RESTAURANT: 0>, 'place': {'menu': '', 'mid_price': None, 'business_lunch': False, 'business_lunch_price': None, 'kitchen': None}, 'address': 'address74', 'coordinates': (74, 74), 'photos': None, 'telephone': '74', 'url': None, 'work_interval': '', 'description': None, 'last_modify_id': 0}
